user,variable1,variable2
hoovessquares,-83.994028,35.810972
wisefumbling,-97.714469,31.138731
starbucksbluetail,-90.370028,38.748697
opticsdiameter,-75.072222,39.367806
loindecorate,-98.491894,33.988797
moderatohorn,-84.418611,39.103333
lymphomamellow,-84.428067,33.636719
fizzclimbing,-120.568189,37.380481
sectionssqueaky,-121.400611,38.667639
cowardlyabout,-85.522806,42.880833
loindecorate,-103.201361,31.779628
snowdonevasive,-119.71814,36.776194
rappelarias,-80.417944,27.655556
privacyhaunt,-115.578744,32.834219
ellipticalfabricator,-86.678194,36.124472
snaildossier,-99.461556,27.54375
driftmvc,-149.806503,61.250986
crepegrape,-162.59855,66.884678
easybobolink,-78.320022,40.296372
planktonuses,-99.8546,32.420756
peacefulceaseless,-92.813278,33.220972
clucklinnet,-73.872608,40.777245
belchedsodding,-84.350333,30.396528
producecoven,-88.248611,41.907778
loindecorate,-97.230519,31.611289
buoyancycowardice,-69.797317,44.320647
poohvireo,-97.097228,32.083486
actuallyfoot,-81.680556,30.235834
allocatesposts,-88.915611,35.599889
producecoven,-157.096256,21.152886
canalhateful,-85.972106,37.907058
poundingfrustum,-77.439667,34.708417
applyingbaker,-100.496306,31.35775
stylishmugs,-115.51333,32.669502
hoovessquares,-121.858422,39.795383
buoyancycowardice,-73.153278,44.471861
wordsundress,-81.687861,30.494056
bluetailgodwottery,-107.75377,37.151516
evaporatingplug,-77.455811,38.944533
cleaningburnt,-96.363833,30.588583
pancakesgrebe,-117.322558,47.682819
flickcanapes,-87.896583,42.947222
actuallyfoot,-99.681897,32.411319
emeraldclippers,-92.219631,38.818094
ytterbiumprovincial,-122.5975,45.588722
showerspain,-80.897,25.861806
wonderfulscullian,-80.095589,26.683161
cobolglaucous,-97.362444,32.819778
cuboidpass,-75.4655,44.681854
fizzclimbing,-70.521417,41.658439
actuallyfoot,-122.301947,47.53
spiritedjump,-98.581108,29.384228
gnarledbaggy,-157.922428,21.318681
poundingfrustum,-93.663083,41.533972
bracesworkable,-77.042944,35.072972
instantthwack,-117.189667,32.733556
colonclipper,-92.037689,32.510864
frequencywould,-80.470564,33.972719
carrionscream,-117.601194,34.056
ashamedmuscles,-96.065333,33.067839
hoursethanoate,-104.530556,33.301556
copalinstruct,-83.009861,42.409195
dronessomersault,-97.425861,25.906833
frequencywould,-85.449628,31.321339
fizzclimbing,-74.908275,39.008507
starbucksbluetail,-118.70098,39.416584
duexslt,-82.8355,42.608333
worldlyventuri,-108.229944,36.74125
mincegaiters,-97.501222,27.770361
dialgraft,-76.106311,43.111187
behaveterminal,-81.688889,24.575834
metaiota,-87.752417,41.785972
tyrespan,-121.929022,37.3626
meggingswine,-103.217028,32.687528
meggingswine,-75.010586,40.081944
dialgraft,-104.673178,39.861656
grabbig,-75.241139,39.871944
singesculptor,-96.384367,42.402603
gravelscientific,-83.649211,32.69285
expecteffective,-107.27175,33.236944
looroasting,-118.08456,34.629391
europiumcentury,-98.2789,29.529675
radicandoceanic,-115.671667,32.829222
simplicityfairy,-82.891889,39.997972
ellipticalfabricator,-94.170059,36.005094
heomicron,-98.402167,34.649833
radicandoceanic,-93.608217,45.559868
cobolglaucous,-84.048332,39.826111
driftmvc,-156.937417,64.736178
musicalchampagne,-111.811111,33.269111
loindecorate,-98.060175,32.781606
clucklinnet,-97.268192,37.621853
hoovessquares,-90.035,29.825333
eminentallergy,-80.723161,32.477411
snowdonevasive,-93.991028,33.453722
popmatrices,-73.468139,44.650944
bismuthcolloquial,-76.168808,39.466219
poohvireo,-103.603186,35.182777
amuckpoints,-149.996361,61.174361
rappelarias,-97.828917,31.06725
agenascientists,-108.791778,35.083228
worldlyventuri,-122.537528,48.792694
singesculptor,-89.870278,35.356667
burntrifle,-79.857139,38.889444
heomicron,-72.649444,41.736722
elatedunicorn,-71.491381,41.920764
ashamedmuscles,-88.242814,30.691231
synonympatisserie,-122.049139,37.416142
fixnumquicklime,-106.089422,35.617108
poohvireo,-159.785,22.022833
europiumcentury,-93.339917,30.831722
nursingrash,-155.553717,19.760056
epsiloncloning,-110.84789,31.417722
xslhopeful,-82.521214,27.849339
craytugofwar,-89.835183,38.545178
gravelscientific,-80.278389,25.907
poundingfrustum,-100.927158,29.374208
dronessomersault,-81.755167,26.536167
backedammeter,-156.649278,58.676778
musicalchampagne,-76.569411,40.434811
carrionscream,-156.673031,20.962936
specifiedinnovative,-73.778925,40.639751
evaporatingplug,-80.383567,25.48855
emeraldclippers,-117.445103,33.951875
canalhateful,-94.914686,39.368332
specifiedinnovative,-75.466389,37.940194
twitequiver,-106.106525,32.852519
hoursethanoate,-75.148167,40.199833
replacedbevy,-104.811839,41.155722
crepegrape,-121.238306,37.894167
gogglesknacker,-80.040528,32.898647
badgefields,-119.768108,39.499108
raggedshrink,-131.71375,55.355556
dotwazzack,-83.530408,42.237928
bluetailgodwottery,-120.584306,34.737333
flakyunlawful,-86.75355,33.562942
guavaconfide,-74.353333,40.033333
buoyancycowardice,174.11362,52.712275
gilletteclammy,-115.034253,36.236197
rubbishbladder,-117.259453,33.880711
wisefumbling,-120.954422,37.625817
coatprecious,-121.590778,38.695417
mtvgrosbeak,-87.867908,42.422161
geologybeeping,-104.700778,38.805805
grabbig,-78.732167,42.940525
heomicron,-82.652333,41.433361
flinkjordan,-122.281564,47.906342
fixnumquicklime,-115.872431,43.043603
wonderfulscullian,-113.098847,37.700967
snaildossier,-72.683222,41.938889
globeshameful,-98.238611,26.175833
snaildossier,-76.289289,36.937644
spiritedjump,-72.534783,42.194014
globeshameful,-101.822778,33.663639
wordsundress,-87.904842,41.978603
chichazard,-80.107694,26.3785
completionskylark,-147.856267,64.815114
strungebay,-77.305333,38.501683
bracesworkable,-103.322147,34.382775
rigelpaunchy,-157.768,21.450453
listenerabandoned,-95.912511,41.118332
dronessomersault,-145.456639,62.154888
fizzlehelp,-76.021739,43.991922
swankythough,-116.506694,33.829667
bismuthcolloquial,-101.705931,35.219369
cranesurgeon,-94.191842,42.5512
ellipticalfabricator,-93.662674,32.50182
cleaningburnt,-95.663611,38.950944
unicyclistamiable,-99.220294,28.456694
batchquickest,-77.902569,34.270615
dampedbrioche,-91.149639,30.533167
producecoven,-88.555557,32.552083
bracesworkable,-95.402386,32.354139
cartridgesbummage,-76.668333,39.175361
strungebay,-99.051353,34.991308
compareas,-156.951419,20.785611
blythpulse,-92.549833,31.3274
shrillbanjos,-106.40277,32.341484
disjointtoday,-162.725436,55.206061
popmatrices,-95.888111,36.198389
geologybeeping,-135.361611,57.047138
upbeatodd,-73.100222,40.79525
poohvireo,-93.221767,44.881956
lickerbond,-75.606528,39.678722
trapdoormongrel,-166.5435,53.900139
gaudyfea,-90.258028,29.993389
horsesmultiply,-70.309281,43.646161
bonelliseal,-97.600733,35.393089
dweebspices,-73.801692,42.748267
cranniescigarette,-146.248342,61.133949
behaveterminal,-76.360547,37.082881
deficientclunking,-117.868222,33.675667
freelysociable,-88.443833,33.643833
disjointtoday,-80.432777,25.647889
troubledseptum,-76.033542,36.820703
cobolglaucous,-86.152119,40.648094
rubbishbladder,-106.464417,42.908
loindecorate,-86.5254,30.48325
crepegrape,-86.987803,32.343947
parallelconcerned,-81.759556,24.556111
quadratcranky,-80.943139,35.214
mincegaiters,-115.15225,36.080056
historypant,-81.308994,28.429394
blythpulse,-79.723889,34.185361
binomialapathetic,-111.370689,47.482
quadratcranky,-80.679097,41.260736
gruntdrive,-147.614444,64.8375
worldlyventuri,-123.135944,45.194444
cleaningburnt,-83.59185,32.640144
pleasinghoop,100.747283,13.681108
ytterbiumprovincial,120.324383,-2.558044
maintainwiggly,121.357639,-2.531203
duexslt,119.821536,-3.044736
ischemicfrosted,122.418231,-4.081608
chichazard,95.339672,5.874131
barnevidence,108.246092,-7.346603
burntrifle,111.434117,-7.615767
guavaconfide,112.714514,-7.926556
amuckpoints,106.5699,-6.293169
heaterinert,107.576294,-6.900625
amuckpoints,108.539672,-6.756144
rubbishbladder,110.431758,-7.788181
clucklinnet,109.033911,-7.645056
radicandoceanic,106.764561,-6.336964
crepegrape,110.374122,-6.971447
gnarledbaggy,104.118753,1.121028
metaiota,107.754917,-2.745722
tyrespan,106.139064,-2.1622
handywrist,104.532311,0.922683
dweebspices,104.579283,-0.479189
ischemicfrosted,114.762553,-3.442356
pleasinghoop,115.995136,-3.412408
handywrist,111.673208,-2.705197
smackswallow,113.942661,-2.225128
unguardedgiant,9.9833,46.6166
burritoscarriage,122.236889,-8.640647
synonympatisserie,121.660644,-8.849294
belchedsodding,120.477061,-8.597011
copalinstruct,123.671136,-10.171583
radicandoceanic,119.88905,-8.486656
cranniescigarette,116.894478,-1.268272
europiumcentury,117.565569,3.326694
chiselleddessicants,117.157111,-0.484531
privacyhaunt,117.439292,-0.093215
deficientclunking,116.094656,-8.560708
privacyhaunt,118.687322,-8.539647
opticsdiameter,15.631243,48.446075
croutonwrack,120.302006,-9.669217
metaiota,112.786858,-7.379831
heomicron,110.756892,-7.516089
gaudyfea,98.962644,18.766847
fixnumquicklime,99.882928,19.952342
crepegrape,99.944725,8.539617
langeredsubset,115.167172,-8.748169
showerspain,102.312736,14.949497
gruntdrive,104.643022,17.383794
tubingwheatear,104.870231,15.251278
pancakesgrebe,102.783661,16.466628
unguardedgiant,99.818183,17.237992
tubingwheatear,23.944467,37.936358
souffleutility,136.805408,34.858414
paddlevacuole,135.223889,34.632778
apronextension,-117.109583,46.743861
neighborlyrook,-117.015389,46.3745
surmiseteenagers,-76.891611,42.159889
behaviourverbena,-76.458444,42.491028
musicalchampagne,-121.842944,36.587
wordsundress,-119.840372,34.426211
worldlyventuri,-81.058056,29.179917
instantthwack,121.215216,25.013092
bunchmeats,21.096944,56.5175
gaudyfea,23.971111,56.923611
allocatesposts,23.394975,55.893886
surmiseteenagers,23.558056,56.070556
analbar,24.084778,54.963919
popmatrices,23.881511,54.879792
canalhateful,21.093856,55.973228
maintainwiggly,25.285767,54.634133
cranesurgeon,24.460833,55.729444
freelysociable,44.464992,40.122114
pancakesgrebe,44.337172,41.04845
agenascientists,44.395881,40.147275
allocatesposts,43.859342,40.750369
feverspolystyrene,42.645006,13.071783
poundingfrustum,38.910667,15.291853
chiselleddessicants,39.370103,15.669989
flinkjordan,34.276111,31.246389
babyambitious,49.375028,14.662639
farrowcetti,41.599694,41.610278
ischemicfrosted,42.482583,42.176653
turnoverlovesick,44.954722,41.669167
deficientclunking,44.139056,13.685964
burritoscarriage,42.976336,14.753
risottospell,45.028792,12.829542
grabbig,46.826183,14.551322
eminentallergy,52.175,16.191667
metaiota,44.219739,15.476258
croutonwrack,10.2395,47.988758
quadratcranky,45.720083,14.781972
looroasting,-116.14,50.2735
crepegrape,53.905778,12.630672
neighborlyrook,50.836911,18.719311
stunassured,34.53455,38.771867
frequencywould,-58.535833,-34.822222
impetuousfurbelows,43.963158,36.237611
parallelconcerned,148.179167,-23.5675
compareas,23.4346,37.5354
allocatesposts,135.244167,34.4347222
cowardlyabout,-74.009028,40.701214
easybobolink,123.853247,9.66408056
behaveterminal,-51.05111,69.23444
peacefulceaseless,-51,68.833336
ischemicfrosted,-52.75,68.7
compareas,2.727778,39.55361
flakyunlawful,130.87266,-12.4083333
twitequiver,99.135556,9.1325
cowardlyabout,94.9246666,21.173833266
listenerabandoned,121.953,11.9214999
langeredsubset,-79.25,25.767
poohvireo,-150.093694,62.3205
belchedsodding,14.272778,36.027222
handywrist,-72.886806,41.26375
geologybeeping,-82.541806,35.436194
bashrower,-79.937306,36.09775
flickcanapes,-96.741914,43.582014
realtorcaustic,130.975556,-25.186111
emeraldclippers,-71.435667,42.932556
handywrist,-81.775294,26.152619
sortinterior,103.007,5.76528
guavaconfide,-85.7364989,38.1740858
rappelarias,-78.452861,38.138639
worldlyventuri,-79.975417,37.325472
duexslt,-84.605889,38.0365
popmatrices,-87.532364,38.036997
expecteffective,-106.6091944,35.0402222
ashamedmuscles,-111.160151,45.777643
deficientclunking,-108.537654,45.80921
latticelaboratory,-112.497472,45.954806
chichazard,-85.582235,44.741445
gilletteclammy,-89.866383,16.913819
evaporatingplug,-68.3615653,44.4497689
singesculptor,-69.0992303,44.0601111
evaporatingplug,-110.73775,43.607333333
binomialapathetic,-89.0972222,42.1953611
copalinstruct,37.906111,55.408611
musicalchampagne,109.412272,18.302897
radicandoceanic,167.92333,-44.67333
flakyunlawful,-73.971944,40.7425
raggedshrink,100.23333,26.883333
burritoscarriage,-82.218889,34.895556
behaveterminal,6.958056,50.9425
trapdoormongrel,9.181667,48.783611
popmatrices,-88.915917,40.477111
emeraldclippers,-89.070111,30.407278
dweebspices,-85.552058,42.234875
lickerbond,-83.807833,41.586806
ashamedmuscles,-85.195139,40.978472
planktonuses,-88.865689,39.834564
opticsdiameter,-91.710806,41.884694
risottospell,-91.256711,43.878986
pancakesgrebe,-89.646635,44.772726
historypant,-89.693258,40.664203
bonelliseal,-88.507576,44.257526
fizzlehelp,-92.500014,43.908283
singesculptor,-88.278056,40.03925
elatedunicorn,-96.670833,39.140972
loindecorate,137.521389,-35.713889
heaterinert,152.880278,-25.318889
stairsgobsmacked,7.529167,47.59
loindecorate,100.319444,25.649444
submittedwavelength,100.759611,21.973914
easybobolink,114.805,4.048333
fizzlehelp,34.394722,27.977222
horsesmultiply,-79.860362,41.377874
dialgraft,36.9275,-1.319167
frequencywould,34.8225,-2.458056
meggingswine,-72.053103,-50.280322
cobolglaucous,151.617222,-30.528056
feverspolystyrene,-108.526735,39.122413
badgefields,-113.593056,37.090583
cobolglaucous,-95.554276,30.063746
evaporatingplug,-96.442859,28.429977
neckedjre,-82.554389,27.395444
poohvireo,-118.489972,34.209811
gravelscientific,-64.678703,32.364042
ellipticalfabricator,-80.83541,28.622552
buoyancycowardice,-90.507539,41.448528
troubledseptum,-85.682806,30.212083
craytugofwar,160.054789,-9.428
mincegaiters,-149.611389,-17.556667
chiselleddessicants,166.9191,-0.547458
cartridgesbummage,179.196389,-8.525
microwavejar,82.650656,55.012622
smackswallow,-81.57,28.398
earmarinated,10.62,55.89
driftmvc,103.158333,19.449997
rappelarias,107.702614,16.401499
pleasinghoop,-100.757931,46.775842
smackswallow,-107.90848,37.953759
strungebay,106.009167,38.481944
bonelliseal,97.975,19.301667
freelysociable,-103.057222,44.045278
fattyoddball,-117.1648,33.0742
lickerbond,-83.743629,42.965424
elatedunicorn,125.645778,7.125522
privacyhaunt,-16.774453,32.697889
cartridgesbummage,-54.792789,-2.422431
duexslt,103.636828,10.579686
rigelpaunchy,-110.614722,64.698889
bonelliseal,176.87,-39.465833
submittedwavelength,178.83333,-17.68333
ellipticalfabricator,90.911944,29.297778
pleasinghoop,-122.293389,40.509
tyrespan,-123.211972,44.124583
casesslippery,-112.07075,43.514556
unguardedgiant,-122.8735,42.374228
burntrifle,173.68333,-42.416668
spiritedjump,-121.149964,44.254066
opticsdiameter,173.955278,-41.348333
fundingticket,17.4625,-22.486667
wordsundress,-123.3875,48.422778
completionskylark,-123.115833,49.289722
replacedbevy,117.215992,36.857214
privacyhaunt,119.711667,31.941667
risottospell,104.544444,28.800278
rigelpaunchy,65.3243,57.189567
sectionssqueaky,-81.4421944,40.9160833
frequencywould,-86.7750556,34.6371944
batchquickest,-81.4392031,39.3451039
phobosstaccato,-86.3939722,32.3006389
tendonwench,-82.4074167,36.4752222
colonclipper,-88.7729583,37.0602875
showerspain,50.15,53.5
tweezerscurve,43.1594,11.5472
freelysociable,110.458961,19.934856
synonympatisserie,39.665,-7.913889
binomialapathetic,-114.256,48.310472
moderatohorn,38.2032814025878,-7.75093364715576
blythpulse,-111.4483,36.9261
amuckpoints,-86.8875,16.091667
disjointtoday,-61.144922,4.554722
behaveterminal,-84.079647,43.532913
metaiota,-75.979839,42.208689
ashamedmuscles,44.234578,33.262539
meatsoffbeat,100.783419,18.807914
mtvgrosbeak,103.773797,16.116761
deficientclunking,103.253231,15.229539
cranniescigarette,98.585483,9.777622
elatedunicorn,102.318958,12.274572
frequencywould,-114.716889,33.619167
peacefulceaseless,42.4412,33.785608
wordsundress,43.597072,33.338053
agenascientists,44.361583,33.940194
heaterinert,120.560278,15.185833
tweezerscurve,118.059486,5.900897
coatprecious,101.4025,20.960556
grabbig,101.994,20.6827
analbar,123.2901,41.3824
specifiedinnovative,118.2819,37.2716
chichazard,-62.193333,16.791389
showerspain,-132.945278,56.801667
globeshameful,112.28,34.41
blythpulse,117.11,34.16
popmatrices,51.861267,32.750836
carrionscream,94.941185,20.165453
belchedsodding,95.674444,25.988333
completionskylark,108.367,11.75
copalinstruct,106.590556,17.515
loindecorate,105.133659,9.949676
fattyoddball,105.174721,9.188049
ashamedmuscles,108.705889,15.405944
fundingticket,109.333706,13.04955
risottospell,98.437,19.372
apronextension,16.679719,43.285719
flakyunlawful,11.553269,3.722556
mincegaiters,-13.611961,9.576889
parallelconcerned,8.390315,46.992094
batchquickest,8.47805,47.36029
ashamedmuscles,6.186389,50.823194
blythpulse,8.08048,48.7793
poohvireo,-81.237489,28.777639
metaiota,103.967169,10.227025
nursingrash,-78.833889,40.316111
sectionssqueaky,86.731389,27.687778
radicandoceanic,87.050819,27.14743
langeredsubset,86.670044,27.253117
rappelarias,83.7225,28.782222
coatprecious,84,28.633
unicyclistamiable,86.6,27.517
smackswallow,86.861944,27.052222
dweebspices,86.55043,27.303509
clucklinnet,82.294167,28.111111
meggingswine,82.195,28.627
unguardedgiant,82.193333,29.274167
peacefulceaseless,83.833,28
starbucksbluetail,84.667,27.35
eontop,87.193333,27.315
risottospell,81.636,28.586
tubingwheatear,81.818932,29.971064
deficientclunking,82.819145,28.985718
opticsdiameter,81.185364,29.53896
buoyancycowardice,80.581944,28.753333
replacedbevy,126.382778,34.991389
wordsundress,26.375822,36.579886
loindecorate,26.347061,37.682717
cheapersyllable,26.940556,36.963333
poohvireo,24.4775,36.696111
simplicityfairy,25.368056,37.080556
flickcanapes,25.127778,37.010278
organicmajor,29.566656,36.127777
raggedshrink,34.583711,25.557111
behaveterminal,6.141944,51.602222
bismuthcolloquial,120.100031,12.121458
bonelliseal,125.477972,8.951322
bracesworkable,123.334481,8.601261
sociablelemma,120.531522,18.178092
compareas,123.746247,13.157064
fizzclimbing,123.841731,8.178508
quadratcranky,7.401323,49.209445
bunchmeats,123.979439,10.307542
loindecorate,7.191389,53.632221
quadratcranky,7.055731,53.681572
analbar,-39.080833,-16.438611
realtorcaustic,21.197222,9.272222
tyrespan,-54.44024,-25.684
nursingrash,-39.293777,-6.346639
smackswallow,-48.35278,-10.241667
popmatrices,-48.6114,-17.7267
cuboidpass,-114.090556,46.916306
completionskylark,145.428611,-24.427778
starbucksbluetail,152.318611,-24.903889
listenerabandoned,-112.1469722,35.9523611
clucklinnet,-95.6565278,29.62225
snaildossier,148.86667,-20.066668
evaporatingplug,-104.849294,39.570129
carrionscream,-103.079278,34.425139
behaviourverbena,-102.916139,30.915667
buoyancycowardice,-105.142389,35.654222
raggedshrink,-95.672611,29.818194
advisorlanguage,-103.509431,38.049719
bashrower,-106.921972,32.289417
gruntdrive,-98.891,32.719047
flinkjordan,-97.407778,31.1525
pipetsrockers,-101.202972,30.735281
actuallyfoot,114.195349,22.315365
musicalchampagne,23.7261,37.8933
meatsoffbeat,-155.864,19.9136
replacedbevy,72.995556,0.4880555
microwavejar,-135.005833,68.223333
geologybeeping,-125.41666667,65.1833333
ytterbiumprovincial,-125.5833333,64.0833333
hoursethanoate,-128.65,66.26666667
opticsdiameter,-133.7594,66.3676
actuallyfoot,-133.7594,68.3676
amuckpoints,169.22394,-19.455198
lickerbond,72.8060746192932,3.48596289680953
flinkjordan,-124.3333,62.35
freelysociable,-128.95,69.917
nursingrash,-63.166667,-17.8
bracesworkable,-37.1166667,65.566667
hoursethanoate,-63.220556,17.645278
paddlevacuole,-106.917694,39.642556
unbalancedprotoplanet,-104.88184,39.779255
chichazard,15.026111,68.580833
upbeatodd,-81.4863555,41.565124
cleaningburnt,-82.5166389,40.8214167
dampedbrioche,-84.9388611,32.5163333
lasttaiga,-98.4166367,34.5677144
flakyunlawful,-105.011336,40.451828
casesslippery,19.855771,39.648682
elatedunicorn,20.187968,39.202676
producecoven,-111.6692392,35.140318
loindecorate,-119.995278,38.893889
advisorlanguage,-114.487733,42.481803
moderatohorn,7.41666666,43.73333333
decanterbalance,-70.615278,41.391667
translatecyclist,-71.282222,41.533056
raggedshrink,-72.517222,43.343333
eontop,-71.50233,43.20267
ytterbiumprovincial,-70.708,43.39383
phobosstaccato,-72.045139,41.330056
stairsgobsmacked,-94.059889,45.546556
alloweruptions,94.9246666,21.17383327
dweebspices,-88.591361,33.450333
emeraldclippers,43.784042,56.230119
mtvgrosbeak,-123.9365556,46.9711944
lasttaiga,-80.176217,42.082022
emeraldclippers,72.7167,3.5833
compareas,-70.280356,41.669336
pleasinghoop,-87.971075,17.913936
wonderfulscullian,-111.788472,34.848628
europiumcentury,-82.87,24.62
allegatorwafers,24.62,24.62
ytterbiumprovincial,82.873,24.628
namibianstabbing,-79.916314,39.642908
colonclipper,-81.593189,38.373147
chichazard,-75.723403,41.338478
neighborlyrook,-94.934722,47.510722
radicandoceanic,50.046667,40.4675
cartridgesbummage,150.576111,-24.493889
popmatrices,-171.74083333,-13.84861111
rigelpaunchy,153.5625,-28.833889
binomialapathetic,-96.8157639,46.92065
gruntdrive,-94.598889,39.1275
hoovessquares,-111.655,33.307833
emeraldclippers,106.987,13.73
risottospell,-105.5393611,44.3489167
twitequiver,85.208333,56.380278
sectionssqueaky,-117.731164,33.676132
starbucksbluetail,101.195108,16.676028
pipetsrockers,99.361706,10.7112
croutonwrack,103.683,32.857
flickcanapes,116.683,23.4
showerspain,0,0
cheapersyllable,-58.254119,6.498553
rubbishbladder,-54.843592,-25.4555
latticelaboratory,-58.104444,6.806944
ischemicfrosted,-59.483,5.167
looroasting,94.4818,40.094
neckedjre,13.362222,43.616389
parallelconcerned,128.243571,41.542301
neckedjre,-83.422,44.311
upbeatodd,-70,-27
copalinstruct,34.778056,29.587778
looroasting,-80.09083333,19.6591666667
hoovessquares,27.667,37.249
dronessomersault,8.876389,36.978333
spiritedjump,29.309219,40.898553
translatecyclist,-77.848694,40.849278
dweebspices,122.2,-17.8
barnevidence,151.83,-32.78
shrillbanjos,-20.14833,63.55805
geologybeeping,14.337739,46.642514
behaveterminal,-62.760361,8.288527
driftmvc,9.8,53.1167
lymphomamellow,23.668889,70.679722
easybobolink,25.83,70.99
ashamedmuscles,27.826667,71.029722
guavaconfide,29.844,70.065
chiselleddessicants,11.690278,48.137778
tendonwench,51.152222,35.416111
showerspain,59.643,36.234
binomialapathetic,8.64361,49.9608
rigelpaunchy,102.566,58.135
mincegaiters,129.568889,44.523889
cranniescigarette,-88.751868,32.332624
gogglesknacker,-89.677889,39.8441
trapdoormongrel,25.589817,41.976375
dotwazzack,-108.628056,37.303
tubingwheatear,-107.21766,40.481181
compareas,-108.789308,35.511058
dotwazzack,-100.95986,37.044222
gravelscientific,-102.6885,38.069694
ytterbiumprovincial,-101.698992,39.370621
opticsdiameter,-109.023806,44.520194
fixnumquicklime,6.0742,62.18
amuckpoints,0.51,52.33
ischemicfrosted,-6.3075,49.919
cleaningburnt,-93.388639,37.245667
hypergalaxyfibula,17.388056,68.435833
starbucksbluetail,29,70.866667
risottospell,10.616667,59.883333
pleasinghoop,87.332183,69.311053
meatsoffbeat,37.347272,45.002097
lymphomamellow,-94.498269,37.151814
surmiseteenagers,-75.440806,40.652083
stylishmugs,-94.3068111,36.2818694
radicandoceanic,51.821389,47.121944
privacyhaunt,65.591,44.709
dweebspices,-86.31725,41.708661
sectionssqueaky,38.059999,55.617222
pipeathlete,34.1667,-11.8333
shrillbanjos,40.430167,64.360281
metaiota,46.022952,51.334366
advisorlanguage,76.313938,66.041811
synonympatisserie,75.162243,63.110079
sortinterior,-77.00643,38.89746
mincegaiters,51.091978,43.86005
lickerbond,53.482592,63.340297
ashamedmuscles,57.221113,66.00077
cobolglaucous,57.082045,65.070387
submittedwavelength,53.051016,67.380537
pancakesgrebe,28.395614,57.783917
langeredsubset,74.53,62.18
lickerbond,92.475,56.18
advisorlanguage,73.334444,49.670833
compareas,82.9,55.1
chichazard,64.83,60.1
expecteffective,63.602222,39.083333
loindecorate,40.940833,56.939444
allegatorwafers,125.1201,43.5412
sortinterior,139.0646,37.5711
microwavejar,-169.534,16.7286
earmarinated,-85.152778,41.143353
gnarledbaggy,-124.108611,40.978111
binomialapathetic,-97.7666,30.31666
ischemicfrosted,-77.612139,34.829164
hoursethanoate,-87.611403,33.220627
bismuthcolloquial,-90.709472,42.402
cobolglaucous,5.763,61.392
flakyunlawful,114.152153,22.289372
singesculptor,112.030325,66.400431
looroasting,45.4584,39.1888
upbeatodd,46.3176,40.7377
historypant,10.258628,59.186703
easybobolink,82.4942,50.0366
allegatorwafers,69.1839,54.7747
listenerabandoned,-61.270022,15.86875
heaterinert,-61.2625,16.2578
buoyancycowardice,-61.8286,17.6358
horsesmultiply,-61.8465,-10.8708
buoyancycowardice,-67.649419,10.249978
cowardlyabout,-74.961811,-14.854192
mincegaiters,-78.4894,-7.139183
cheapersyllable,158.2,-8.75
neighborlyrook,43.15,9.933
craytugofwar,-39.8642,-18.0489
completionskylark,-55.1907,5.81108
canalhateful,-67.3534,-14.3044
casesslippery,-67.5512,-11.1077
epsiloncloning,-72.383975,5.319114
dampedbrioche,-79.6266,0.978519
snowdonevasive,-71.9159,-39.2928
burntrifle,-53.6975,-24.6863
ashamedmuscles,-53.688153,-29.711358
craytugofwar,-41.277,-12.4823
tyrespan,149.726,-34.8103
eontop,-39.2701,-7.218958
organicmajor,-56.721756,-36.542317
ceilinjuries,-70.15,-48.7831
expecteffective,-65.0343,-40.7512
trapdoormongrel,-68.951111,-46.533056
surmiseteenagers,-63.793189,-22.619167
behaveterminal,123.629,12.3694
bluetailgodwottery,124.635778,12.502417
craytugofwar,121.011,6.05367
historypant,124.707,9.25352
spiritedjump,121.069,10.8581
coatprecious,127.499119,36.7166
neighborlyrook,128.07037,35.088543
opticsdiameter,127.960383,37.438081
backedammeter,126.379872,34.758906
elatedunicorn,126.615906,35.903756
rubbishbladder,139.56,34.0736
rigelpaunchy,139.787222,38.812222
feverspolystyrene,140.371,40.1919
somethingalbedo,140.431,37.2274
apronextension,131.79,34.6764
hypergalaxyfibula,136.924,35.255
actuallyfoot,130.302,33.1497
buoyancycowardice,141.38,43.1161
deficientclunking,144.193,43.041
coatprecious,120.00275,26.224153
dampedbrioche,120.730208,22.041075
troubledseptum,119.958,26.1598
shrillbanjos,162.327861,11.34075
mtvgrosbeak,-156.974,21.211
batchquickest,119.417,11.202
agenascientists,142.882,-8.78822
simplicityfairy,144.82,-7.49686
paddlevacuole,142.483,-3.667
snowdonevasive,149.32,-9.07595
metaiota,141.717,-8.033
heomicron,142.933,-8.05
babyambitious,141.317,-7.583
feverspolystyrene,151.081,-8.50582
gaudyfea,152.629,-3.04361
fundingticket,141.494,-7.00992
heomicron,143.122,-7.42035
sociablelemma,147.731,-8.88468
meatsoffbeat,149.533,-6.183
wonderfulscullian,151.507,-5.6525
rigelpaunchy,154.226,-4.49972
horsesmultiply,145.396,-7.89756
blythpulse,150.331,-6.27111
poundingfrustum,142.43,-3.18985
dialgraft,-132.37,56.4843
behaveterminal,-165.584,61.5338
worldlyventuri,-159.543,61.5816
xslhopeful,-163.682,62.0954
backedammeter,-155.606,62.9529
actuallyfoot,-160.341,61.5363
cranniescigarette,-135.524,59.2438
lasttaiga,-159.775,62.1883
craytugofwar,-135.316,59.4601
tubingwheatear,-135.707,58.4253
allegatorwafers,-176.646,51.878
craytugofwar,-78.2,8.017
looroasting,-79.0347,8.62876
grabbig,-77.7,8.133
expecteffective,-78.2,7.583
